timestamp,age,primary_streaming_service,hours_per_day,hours_per_day_capped,hours_per_day_original,hours_outlier_flag,while_working,while_working_binary,instrumentalist,instrumentalist_binary,composer,composer_binary,fav_genre,exploratory,exploratory_binary,foreign_languages,foreign_languages_binary,bpm,bpm_original,bpm_invalid_flag,anxiety,depression,insomnia,ocd,mental_health_self_report_avg,music_effects,age_missing_original,frequency_classical,frequency_country,frequency_edm,frequency_folk,frequency_gospel,frequency_hip_hop,frequency_jazz,frequency_k_pop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_randb,frequency_rap,frequency_rock,frequency_video_game_music,frequency_classical_score,frequency_country_score,frequency_edm_score,frequency_folk_score,frequency_gospel_score,frequency_hip_hop_score,frequency_jazz_score,frequency_k_pop_score,frequency_latin_score,frequency_lofi_score,frequency_metal_score,frequency_pop_score,frequency_randb_score,frequency_rap_score,frequency_rock_score,frequency_video_game_music_score
2022-08-28 19:26:23,20.0,Apple Music,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,Pop,Yes,1.0,No,0.0,141.0,141.0,0,6.0,3.0,0.0,0.0,2.25,Improve,0,Rarely,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Never,Sometimes,Never,Very frequently,Sometimes,Rarely,Sometimes,Rarely,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0
2022-08-28 19:27:46,28.0,Spotify,2.0,2.0,2.0,0,No,0.0,No,0.0,Yes,1.0,Metal,No,0.0,No,0.0,146.0,146.0,0,1.0,7.0,5.0,1.0,3.5,Improve,0,Rarely,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Rarely,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0
2022-08-28 19:29:08,16.0,I do not use a streaming service.,2.0,2.0,2.0,0,No,0.0,Yes,1.0,Yes,1.0,Video game music,Yes,1.0,No,0.0,119.5,,0,4.0,2.0,1.0,1.0,2.0,No effect,0,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0
2022-08-28 19:29:25,18.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,R&B,No,0.0,Yes,1.0,164.0,164.0,0,5.0,6.0,0.0,1.0,3.0,No effect,0,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Very frequently,Very frequently,Rarely,Never,Never,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0
2022-08-28 19:30:42,34.0,Spotify,1.0,1.0,1.0,0,Yes,1.0,No,0.0,No,0.0,Rock,Yes,1.0,Yes,1.0,120.0,,0,1.0,0.0,0.0,0.0,0.25,No effect,0,Rarely,Never,Very frequently,Never,Never,Never,Never,Very frequently,Never,Rarely,Very frequently,Rarely,Never,Never,Very frequently,Very frequently,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0
2022-08-28 19:30:49,18.0,YouTube Music,1.5,1.5,1.5,0,Yes,1.0,No,0.0,No,0.0,Pop,Yes,1.0,No,0.0,120.0,,0,8.0,6.0,5.0,2.0,5.25,Improve,0,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0
2022-08-28 19:35:58,21.0,Spotify,5.0,5.0,5.0,0,Yes,1.0,Yes,1.0,Yes,1.0,Folk,Yes,1.0,Yes,1.0,128.0,128.0,0,9.0,4.0,0.0,3.0,4.0,Improve,0,Sometimes,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Rarely,2.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0
2022-08-28 19:40:03,38.0,Spotify,0.5,0.5,0.5,0,No,0.0,No,0.0,No,0.0,Rock,Yes,1.0,Yes,1.0,120.0,,0,4.0,6.0,6.0,4.0,5.0,Improve,0,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Very frequently,Never,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0
2022-08-28 19:46:02,17.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,Rock,No,0.0,Yes,1.0,120.0,,0,7.0,3.0,1.0,5.0,4.0,Improve,0,Never,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Very frequently,Very frequently,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0
2022-08-28 19:46:57,35.0,Other streaming service,0.5,0.5,0.5,0,No,0.0,No,0.0,No,0.0,Pop,No,0.0,No,0.0,120.0,,0,10.0,3.0,1.0,0.0,3.5,No effect,0,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Very frequently,Rarely,Never,Sometimes,Rarely,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0
2022-08-28 19:50:30,21.0,I do not use a streaming service.,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,Rock,No,0.0,Yes,1.0,101.0,101.0,0,8.0,8.0,3.0,0.0,4.75,Improve,0,Rarely,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,1.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
2022-08-28 19:56:46,25.0,Apple Music,2.5,2.5,2.5,0,Yes,1.0,No,0.0,No,0.0,R&B,No,0.0,No,0.0,118.0,,0,7.0,6.0,5.0,4.0,5.5,Improve,0,Rarely,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0
2022-08-28 19:59:01,18.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,Yes,1.0,No,0.0,K pop,Yes,1.0,Yes,1.0,98.0,98.0,0,7.0,2.0,3.0,5.0,4.25,Improve,0,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,3.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,2.0,3.0,2.0,0.0,1.0
2022-08-28 20:01:29,16.0,Apple Music,2.0,2.0,2.0,0,No,0.0,No,0.0,No,0.0,Pop,Yes,1.0,No,0.0,145.0,145.0,0,10.0,3.5,5.0,10.0,7.125,Improve,0,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0
2022-08-28 20:04:49,19.0,Spotify,1.0,1.0,1.0,0,Yes,1.0,No,0.0,No,0.0,Pop,Yes,1.0,Yes,1.0,94.0,94.0,0,7.0,5.0,1.0,2.0,3.75,Improve,0,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Never,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0
2022-08-28 20:12:05,31.0,Spotify,4.0,4.0,4.0,0,Yes,1.0,Yes,1.0,No,0.0,Classical,No,0.0,Yes,1.0,103.0,103.0,0,6.0,8.0,9.0,5.0,7.0,Improve,0,Very frequently,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Never,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0
2022-08-28 20:14:02,26.0,Spotify,5.0,5.0,5.0,0,Yes,1.0,No,0.0,No,0.0,Rock,No,0.0,No,0.0,120.0,,0,2.0,9.0,2.0,1.0,3.5,No effect,0,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Very frequently,Never,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
2022-08-28 20:14:47,16.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,Yes,1.0,Yes,1.0,Rock,No,0.0,No,0.0,112.0,112.0,0,7.0,4.0,10.0,2.0,5.75,Improve,0,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0
2022-08-28 20:15:28,26.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,Yes,1.0,No,0.0,Rock,Yes,1.0,Yes,1.0,120.0,,0,7.0,5.0,6.0,0.0,4.5,Improve,0,Very frequently,Rarely,Rarely,Very frequently,Never,Rarely,Never,Never,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Very frequently,Very frequently,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0
2022-08-28 20:20:20,17.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,R&B,Yes,1.0,Yes,1.0,118.0,118.0,0,6.0,1.0,0.0,0.0,1.75,Improve,0,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,1.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0
2022-08-28 20:20:52,22.0,Spotify,1.0,1.0,1.0,0,Yes,1.0,Yes,1.0,No,0.0,Video game music,Yes,1.0,Yes,1.0,119.5,,0,3.0,6.0,1.0,1.0,2.75,Improve,0,Sometimes,Sometimes,Rarely,Very frequently,Never,Never,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Never,Very frequently,Very frequently,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0
2022-08-28 20:32:41,20.0,Apple Music,4.0,4.0,4.0,0,Yes,1.0,No,0.0,No,0.0,R&B,Yes,1.0,Yes,1.0,113.0,113.0,0,9.0,10.0,3.0,0.0,5.5,Improve,0,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0
2022-08-28 20:33:43,30.0,Spotify,1.0,1.0,1.0,0,No,0.0,Yes,1.0,No,0.0,Rock,Yes,1.0,No,0.0,162.0,162.0,0,8.0,5.0,8.0,9.0,7.5,Improve,0,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Very frequently,Never,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0
2022-08-28 20:37:41,26.0,Other streaming service,4.0,4.0,4.0,0,Yes,1.0,No,0.0,No,0.0,Pop,No,0.0,No,0.0,120.0,,0,8.0,7.0,7.0,3.0,6.25,Improve,0,Rarely,Very frequently,Rarely,Never,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Rarely,Never,Sometimes,Never,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0
2022-08-28 20:43:43,19.0,Spotify,5.0,5.0,5.0,0,Yes,1.0,No,0.0,No,0.0,Rock,Yes,1.0,Yes,1.0,111.0,111.0,0,9.0,9.0,9.0,3.0,7.5,No effect,0,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0
2022-08-28 20:50:37,21.0,Unknown,5.0,5.0,5.0,0,Yes,1.0,No,0.0,No,0.0,Country,Yes,1.0,No,0.0,85.0,85.0,0,9.0,8.0,9.0,7.0,8.25,Improve,0,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Very frequently,Never,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0
2022-08-28 20:57:16,33.0,Spotify,7.0,7.0,7.0,0,Yes,1.0,No,0.0,No,0.0,Rock,Yes,1.0,Yes,1.0,134.0,134.0,0,9.0,3.0,7.0,8.0,6.75,Improve,0,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0
2022-08-28 20:57:57,28.0,YouTube Music,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,Rock,Yes,1.0,No,0.0,172.0,172.0,0,10.0,8.0,6.0,2.0,6.5,Improve,0,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Rarely,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0
2022-08-28 21:01:18,25.0,Spotify,3.0,3.0,3.0,0,Yes,1.0,No,0.0,No,0.0,Rock,Yes,1.0,Yes,1.0,180.0,180.0,0,9.0,6.0,3.0,0.0,4.5,Improve,0,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0
2022-08-28 21:03:23,22.0,YouTube Music,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,Pop,No,0.0,No,0.0,120.0,120.0,0,7.0,7.0,8.0,3.0,6.25,Improve,0,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0
2022-08-28 21:06:09,19.0,Spotify,3.0,3.0,3.0,0,Yes,1.0,No,0.0,Yes,1.0,Rock,Yes,1.0,Yes,1.0,76.0,76.0,0,9.0,10.0,4.0,0.0,5.75,Improve,0,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Rarely,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0
2022-08-28 21:11:09,44.0,Other streaming service,3.0,3.0,3.0,0,Yes,1.0,No,0.0,No,0.0,Folk,Yes,1.0,Yes,1.0,130.0,130.0,0,9.0,9.0,8.0,2.0,7.0,Improve,0,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0
2022-08-28 21:14:34,22.0,Spotify,3.0,3.0,3.0,0,Yes,1.0,No,0.0,No,0.0,Rock,No,0.0,No,0.0,120.0,,0,9.0,10.0,3.0,9.0,7.75,Improve,0,Never,Rarely,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Rarely,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0
2022-08-28 21:14:51,26.0,Spotify,5.0,5.0,5.0,0,Yes,1.0,Yes,1.0,Yes,1.0,Metal,Yes,1.0,Yes,1.0,109.0,109.0,0,10.0,9.0,8.0,8.0,8.75,Improve,0,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0
2022-08-28 21:23:07,23.0,I do not use a streaming service.,6.0,6.0,6.0,0,Yes,1.0,No,0.0,Yes,1.0,Classical,No,0.0,Yes,1.0,96.0,96.0,0,6.0,5.0,6.0,8.0,6.25,Improve,0,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2022-08-28 21:24:10,17.0,Spotify,2.0,2.0,2.0,0,No,0.0,No,0.0,No,0.0,R&B,No,0.0,Yes,1.0,148.0,148.0,0,8.0,6.0,10.0,3.0,6.75,Improve,0,Sometimes,Never,Rarely,Never,Never,Very frequently,Rarely,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0
2022-08-28 21:26:19,42.0,YouTube Music,2.0,2.0,2.0,0,No,0.0,No,0.0,No,0.0,Metal,Yes,1.0,No,0.0,140.0,,0,8.0,3.0,6.0,4.0,5.25,Improve,0,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0
2022-08-28 21:28:30,30.0,Spotify,1.0,1.0,1.0,0,No,0.0,Yes,1.0,No,0.0,Rock,Yes,1.0,No,0.0,129.0,129.0,0,4.0,2.0,1.0,3.0,2.5,Improve,0,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Rarely,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0
2022-08-28 21:30:33,35.0,Spotify,1.0,1.0,1.0,0,Yes,1.0,No,0.0,No,0.0,Pop,Yes,1.0,Yes,1.0,81.0,81.0,0,2.0,1.0,1.0,1.0,1.25,No effect,0,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0
2022-08-28 21:30:41,20.0,Spotify,3.0,3.0,3.0,0,No,0.0,No,0.0,No,0.0,Rock,Yes,1.0,No,0.0,136.0,136.0,0,10.0,10.0,7.0,3.0,7.5,Improve,0,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Very frequently,Never,Sometimes,Very frequently,Rarely,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,1.0
2022-08-28 21:31:40,18.0,Spotify,3.0,3.0,3.0,0,Yes,1.0,No,0.0,No,0.0,Rap,Yes,1.0,Yes,1.0,155.0,155.0,0,8.0,9.0,0.0,0.0,4.25,Improve,0,Rarely,Never,Never,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,Never,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,1.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,3.0
2022-08-28 21:47:26,21.0,Spotify,1.0,1.0,1.0,0,No,0.0,No,0.0,No,0.0,Pop,No,0.0,Yes,1.0,120.0,,0,4.0,9.0,6.0,2.0,5.25,No effect,0,Never,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Very frequently,Sometimes,Rarely,Sometimes,Rarely,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0
2022-08-28 21:48:12,19.0,Spotify,6.0,6.0,6.0,0,Yes,1.0,No,0.0,No,0.0,Rock,Yes,1.0,Yes,1.0,52.0,52.0,0,4.0,2.0,0.0,0.0,1.5,Improve,0,Never,Never,Rarely,Very frequently,Never,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0
2022-08-28 21:48:29,37.0,Spotify,4.0,4.0,4.0,0,Yes,1.0,No,0.0,No,0.0,Rock,Yes,1.0,No,0.0,97.0,97.0,0,9.0,2.0,7.0,7.0,6.25,Improve,0,Rarely,Sometimes,Sometimes,Sometimes,Never,Very frequently,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Never,1.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0
2022-08-28 21:52:44,31.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,Metal,Yes,1.0,Yes,1.0,92.0,92.0,0,8.0,6.0,7.0,5.0,6.5,Improve,0,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0
2022-08-28 21:54:05,29.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,Yes,1.0,No,0.0,Folk,Yes,1.0,Yes,1.0,100.0,100.0,0,6.0,5.0,4.0,2.0,4.25,Improve,0,Never,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,Rarely,0.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0
2022-08-28 21:55:05,20.0,Spotify,3.0,3.0,3.0,0,Yes,1.0,No,0.0,No,0.0,Rock,Yes,1.0,Yes,1.0,120.0,120.0,0,8.0,5.0,2.0,3.0,4.5,Improve,0,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,2.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0
2022-08-28 21:55:22,36.0,I do not use a streaming service.,8.0,8.0,8.0,0,Yes,1.0,Yes,1.0,Yes,1.0,Video game music,No,0.0,Yes,1.0,143.0,143.0,0,7.0,6.0,6.0,1.0,5.0,No effect,0,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,3.0
2022-08-28 22:03:40,18.0,Spotify,3.0,3.0,3.0,0,Yes,1.0,Yes,1.0,No,0.0,Rock,Yes,1.0,No,0.0,118.0,118.0,0,10.0,2.0,0.0,0.0,3.0,Improve,0,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Rarely,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0
2022-08-28 22:04:16,18.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,K pop,Yes,1.0,Yes,1.0,130.0,130.0,0,6.0,0.0,0.0,0.0,1.5,Improve,0,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Never,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
2022-08-28 22:05:53,25.0,Spotify,7.0,7.0,7.0,0,Yes,1.0,No,0.0,No,0.0,Pop,No,0.0,Yes,1.0,120.0,120.0,0,2.0,0.0,1.0,0.0,0.75,Improve,0,Never,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,0.0,2.0,3.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0
2022-08-28 22:06:46,18.0,YouTube Music,12.0,12.0,12.0,0,Yes,1.0,Unknown,,No,0.0,K pop,Yes,1.0,Yes,1.0,126.0,126.0,0,3.0,7.0,5.0,2.0,4.25,Improve,0,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0
2022-08-28 22:09:11,31.0,YouTube Music,9.0,9.0,9.0,0,Yes,1.0,No,0.0,No,0.0,Pop,Yes,1.0,Yes,1.0,158.0,158.0,0,9.0,0.0,2.0,0.0,2.75,Improve,0,Rarely,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Never,Rarely,Sometimes,Sometimes,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0
2022-08-28 22:10:24,17.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,Pop,Yes,1.0,Yes,1.0,160.0,160.0,0,5.0,4.0,1.0,1.0,2.75,Improve,0,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Never,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0
